,PUMA,YEAR,HHWT,GQ,PERWT,SEX,AGE,MARST,RACE,HISPAN,CITIZEN,SPEAKENG,HCOVANY,HCOVPRIV,HINSEMP,HINSCAID,HINSCARE,EDUC,EMPSTAT,EMPSTATD,LABFORCE,WRKLSTWK,ABSENT,LOOKING,AVAILBLE,WRKRECAL,WORKEDYR,INCTOT,INCWAGE,INCWELFR,INCINVST,INCEARN,POVERTY,DEPARTS,ARRIVES,sim_individual_id
958,17-1104,2012,83.0,1,171.0,1,22,6,1,0,0,3,2,2,2,1,1,6,1,14,2,2,4,3,5,3,3,26400,26400,0,0,26400,223,1615,1624,34002
959,17-1104,2012,165.0,4,165.0,1,22,6,1,0,0,3,2,2,1,1,1,6,1,14,2,2,4,3,5,3,3,20000,20000,0,0,20000,0,647,659,34033
960,17-1104,2012,146.0,1,157.0,1,22,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,15000,15000,0,0,15000,501,1605,1614,34040
961,17-1104,2012,51.0,4,51.0,1,22,6,1,0,0,3,2,2,1,1,1,6,1,14,2,2,4,3,5,3,3,2800,2800,0,0,2800,0,2235,2244,34042
962,17-1104,2012,61.0,4,61.0,1,22,6,1,0,0,3,2,2,1,1,1,6,1,14,2,2,4,3,5,3,3,20000,20000,0,0,20000,0,647,659,34045
963,17-1104,2012,113.0,1,192.0,1,22,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,3,2000,2000,0,0,2000,196,0,0,34324
964,17-1104,2012,61.0,4,61.0,1,22,6,1,0,0,3,2,2,1,1,1,7,1,14,2,2,4,3,5,3,3,19200,19200,0,0,19200,0,1635,1649,34348
965,17-1104,2012,122.0,1,158.0,1,22,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,10000,10000,0,0,10000,501,902,909,34452
966,17-1104,2012,59.0,3,59.0,1,22,6,1,0,0,3,1,1,1,1,1,5,3,30,1,3,4,3,5,3,3,6000,6000,0,0,6000,0,0,0,34471
967,17-1105,2012,32.0,1,29.0,1,22,6,1,0,0,3,2,1,1,2,1,6,3,30,1,1,1,1,5,3,1,8400,0,0,0,0,95,0,0,39942
968,17-1105,2012,104.0,1,95.0,1,22,6,1,0,0,3,2,2,1,1,1,7,1,10,2,2,4,3,5,3,3,18000,18000,0,0,18000,469,832,859,39966
969,17-1105,2012,135.0,1,106.0,1,22,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,12000,12000,0,0,12000,362,1735,1744,39972
970,17-1105,2012,12.0,1,9.0,1,22,6,1,0,0,3,1,1,1,1,1,4,2,20,2,1,1,2,4,3,3,620,620,0,0,620,68,0,0,40073
971,17-1105,2012,129.0,1,91.0,1,22,6,1,0,0,3,2,2,1,1,1,6,1,10,2,2,4,3,5,3,3,16000,16000,0,0,16000,501,1515,1534,40156
972,17-1105,2012,116.0,1,103.0,1,22,1,1,0,0,3,2,1,1,2,1,3,2,20,2,1,3,3,2,2,3,1800,1800,0,0,1800,44,0,0,40284
973,17-1105,2012,94.0,1,74.0,1,22,6,1,0,0,3,2,2,1,1,1,8,2,20,2,1,1,2,4,3,1,0,0,0,0,0,235,0,0,40313
974,17-1105,2012,19.0,1,14.0,1,22,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,1,1,5,3,3,5000,5000,0,0,5000,412,1805,1834,40360
975,17-1204,2012,107.0,1,107.0,1,22,6,1,0,0,3,2,2,2,1,1,10,1,10,2,2,4,3,5,3,3,5700,7000,0,0,5700,48,802,904,44564
976,17-1204,2012,26.0,1,23.0,1,22,6,1,0,0,3,2,2,2,1,1,10,2,20,2,1,1,2,4,3,3,14000,14000,0,0,14000,485,0,0,44723
977,17-1204,2012,181.0,1,150.0,1,22,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,9000,9000,0,0,9000,501,305,329,44791
978,17-1204,2012,131.0,1,139.0,1,22,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,13030,13000,0,30,13000,192,727,734,44817
979,17-1204,2012,132.0,1,157.0,1,22,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,2000,2000,0,0,2000,134,0,0,45069
980,17-1205,2012,74.0,1,71.0,1,22,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,28000,28000,0,0,28000,501,702,719,50675
981,17-1205,2012,98.0,1,140.0,1,22,6,1,0,0,3,1,1,1,1,1,7,3,30,1,1,1,1,5,3,2,0,0,0,0,0,293,0,0,50706
982,17-1205,2012,100.0,1,99.0,1,22,6,1,0,0,3,2,1,1,2,1,6,3,30,1,1,1,1,3,1,3,9100,800,0,0,800,155,0,0,51084
983,17-1205,2012,147.0,1,162.0,1,22,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,3,3,5,3,3,15000,15000,0,0,15000,501,1105,1134,51087
984,17-1205,2012,39.0,1,44.0,1,22,6,1,0,0,3,1,1,1,1,1,5,1,10,2,2,1,2,4,3,3,5000,5000,0,0,5000,153,732,744,51190
985,17-1205,2012,347.0,1,382.0,1,22,6,1,0,0,3,1,1,1,1,1,10,2,20,2,1,1,2,4,3,3,5000,5000,0,0,5000,34,0,0,51202
986,17-1205,2012,286.0,1,285.0,1,22,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,22300,22300,0,0,22300,188,1435,1449,51255
987,17-1205,2012,128.0,1,141.0,1,22,6,1,0,0,3,1,1,1,1,1,0,3,30,1,1,1,1,3,3,1,0,0,0,0,0,47,0,0,51392
988,17-1300,2012,101.0,1,106.0,1,22,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,5000,5000,0,0,5000,501,832,844,57401
989,17-1300,2012,67.0,1,67.0,1,22,6,1,0,0,3,2,2,2,1,1,10,1,10,2,2,4,3,5,3,3,10004,10000,0,4,10000,84,817,829,57415
990,17-1300,2012,45.0,3,45.0,1,22,6,1,0,0,3,1,1,1,1,1,6,3,30,1,3,4,3,5,3,3,3000,3000,0,0,3000,0,0,0,57707
991,17-1300,2012,18.0,1,24.0,1,22,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,8000,4400,0,0,4400,315,1025,1049,57894
992,17-1300,2012,216.0,1,394.0,1,22,1,1,0,0,3,2,2,2,1,1,10,1,10,2,2,4,3,5,3,3,9000,9000,0,0,9000,83,1445,1454,57906
993,17-1300,2012,97.0,1,101.0,1,22,6,1,0,0,3,2,2,2,1,1,10,1,10,2,2,4,3,5,3,3,7000,7000,0,0,7000,385,1205,1234,58022
994,17-1300,2012,37.0,1,52.0,1,22,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,1,1,4,3,3,6800,6800,0,0,6800,501,1635,1649,58103
995,17-1300,2012,74.0,1,96.0,1,22,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,7300,7300,0,0,7300,101,732,809,58149
996,17-1300,2012,126.0,1,162.0,1,22,6,1,0,0,3,2,2,2,1,1,10,2,20,2,1,1,2,4,3,1,0,0,0,0,0,363,0,0,58161
997,17-1300,2012,78.0,1,101.0,1,22,6,1,0,0,3,1,1,1,1,1,5,1,10,2,2,1,2,4,3,3,6800,6800,0,0,6800,149,1035,1049,58342
998,17-1300,2012,114.0,1,111.0,1,22,6,1,0,0,3,1,1,1,1,1,6,3,30,1,1,1,1,4,3,3,200,200,0,0,200,16,0,0,58495
999,17-1300,2012,33.0,1,34.0,1,22,6,1,0,0,3,2,2,1,1,1,6,1,10,2,3,4,3,5,3,3,16000,16000,0,0,16000,135,502,524,58611
